domain,problem,mode,status,wall_time_seconds,last_completed_phase,total_seconds,problem_reading_seconds,pnf_translation_seconds,symmetry_discovery_seconds,resource_detection_seconds,abstraction_seconds,abstract_pddl_writing_seconds,concrete_fd_seconds,abstract_fd_seconds,lama_fd_seconds,concrete_asp_seconds,abstract_asp_seconds,abstract_solving_seconds,guided_concrete_solving_seconds,extended_concrete_solving_seconds,verdict,plan_valid,relaxed_deletes,relaxed_inequalities,decrements,increments,abstract_plan_length,plan_length,abstract_solve_calls,concrete_solve_calls,abstracted_object_count,abstracted_object_type,error_message
data-network-sat18-strips,p01.pddl,abstract,timed out,1800.1326167583466,abstract_asp,,0.5879282131791115,10.366189055144787,,4.222894947975874,77.9958600923419,5.756313841789961,0.614105436950922,0.25318116322159767,,0.2627704590559006,0.02762645110487938,,,,,,4,0,,,20,,21,,17,numbers,
data-network-sat18-strips,p01.pddl,concrete,timed out,1800.1393115781248,concrete_asp,,,,,,,,0.5825017392635345,,,0.25171934440732,,,,,,,,,,,,,,20,,,
data-network-sat18-strips,p01.pddl,lama,success,4.867392625659704,total,1.89735,,,,,,,,,1.889484,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,82,,,,,
data-network-sat18-strips,p02.pddl,abstract,timed out,1800.1514138318598,abstract_asp,,0.6589942052960396,24.31917042657733,,6.585400253534317,182.1130478605628,13.70525861531496,0.8686268888413906,0.271418247371912,,0.3324826955795288,0.033679381012916565,,,,,,4,0,,,21,,22,,17,numbers,
data-network-sat18-strips,p02.pddl,concrete,timed out,1800.1606431119144,concrete_asp,,,,,,,,0.7558022476732731,,,0.32345617190003395,,,,,,,,,,,,,,19,,,
data-network-sat18-strips,p02.pddl,lama,success,3.447627555578947,total,0.91529,,,,,,,,,0.906971,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,55,,,,,
data-network-sat18-strips,p03.pddl,abstract,timed out,1800.0593350566924,abstract_asp,,0.6182316206395626,30.542091563344,,7.766269247978926,233.37912099063396,17.370362728834152,0.808141652494669,0.33647602424025536,,0.3164251893758774,0.03490736708045006,,,,,,4,0,,,19,,20,,17,numbers,
data-network-sat18-strips,p03.pddl,concrete,timed out,1800.136499606073,concrete_asp,,,,,,,,0.7355366460978985,,,0.3127211183309555,,,,,,,,,,,,,,19,,,
data-network-sat18-strips,p03.pddl,lama,success,3.685838509351015,total,0.963196,,,,,,,,,0.955114,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,85,,,,,
data-network-sat18-strips,p04.pddl,abstract,timed out,1800.1560420393944,abstract_asp,,0.6377401202917099,48.87110147252679,,10.660128988325596,367.334269978106,28.038548674434423,0.9273495487868786,0.2959442138671875,,0.3616446666419506,0.038426145911216736,,,,,,4,0,,,22,,23,,17,numbers,
data-network-sat18-strips,p04.pddl,concrete,timed out,1800.139236018993,concrete_asp,,,,,,,,0.8297757236286998,,,0.3516284367069602,,,,,,,,,,,,,,22,,,
data-network-sat18-strips,p04.pddl,lama,success,4.589358638972044,total,1.50003,,,,,,,,,1.492739,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,174,,,,,
data-network-sat18-strips,p05.pddl,abstract,timed out,1800.2540771849453,abstract_asp,,1.0790477432310581,193.865528434515,,23.13509988412261,1458.1862767897546,108.40494368597865,1.0863421186804771,0.33903880789875984,,0.5315735638141632,0.053851015865802765,,,,,,4,0,,,15,,16,,17,numbers,
data-network-sat18-strips,p05.pddl,concrete,timed out,1800.1523291021585,concrete_asp,,,,,,,,1.164368774741888,,,0.5602195523679256,,,,,,,,,,,,,,18,,,
data-network-sat18-strips,p05.pddl,lama,success,7.306171756237745,total,3.529371,,,,,,,,,3.522717,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,175,,,,,
data-network-sat18-strips,p06.pddl,abstract,timed out,1800.330883346498,pnf_translation,,1.109038770198822,273.1768475919962,,28.91886691376567,0.0017296373844146729,,,,,,,,,,,,,,,,,,,,,,
data-network-sat18-strips,p06.pddl,concrete,timed out,1800.1530773453414,concrete_asp,,,,,,,,1.2036441303789616,,,0.5983482748270035,,,,,,,,,,,,,,19,,,
data-network-sat18-strips,p06.pddl,lama,timed out,1800.1133987158537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data-network-sat18-strips,p07.pddl,abstract,timed out,1800.3349678255618,pnf_translation,,1.0249020643532276,308.812790684402,,29.987525556236506,0.001616884022951126,,,,,,,,,,,,,,,,,,,,,,
data-network-sat18-strips,p07.pddl,concrete,timed out,1800.0605924725533,concrete_asp,,,,,,,,1.2524664103984833,,,0.5863526053726673,,,,,,,,,,,,,,22,,,
data-network-sat18-strips,p07.pddl,lama,interrupted,1666.4151982031763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data-network-sat18-strips,p08.pddl,abstract,timed out,1800.5225277282298,pnf_translation,,1.2082952074706554,541.1897332854569,,46.318864211440086,0.0018956325948238373,,,,,,,,,,,,,,,,,,,,,,
data-network-sat18-strips,p08.pddl,concrete,timed out,1800.1615381874144,concrete_asp,,,,,,,,1.5267858002334833,,,0.7078799158334732,,,,,,,,,,,,,,19,,,
data-network-sat18-strips,p08.pddl,lama,success,390.4005422219634,total,386.345386,,,,,,,,,386.338346,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,352,,,,,
data-network-sat18-strips,p09.pddl,abstract,timed out,1800.3658915162086,pnf_translation,,0.8185375668108463,340.55561527982354,,37.92985389381647,0.0016498453915119171,,,,,,,,,,,,,,,,,,,,,,
data-network-sat18-strips,p09.pddl,concrete,timed out,1800.1489758826792,concrete_asp,,,,,,,,1.149726115167141,,,0.5610742829740047,,,,,,,,,,,,,,20,,,
data-network-sat18-strips,p09.pddl,lama,success,219.2082251086831,total,216.01937,,,,,,,,,216.010227,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,319,,,,,
data-network-sat18-strips,p10.pddl,abstract,timed out,1800.7297566905618,pnf_translation,,1.2393047213554382,788.8548844344914,,56.084807742387056,0.002004459500312805,,,,,,,,,,,,,,,,,,,,,,
data-network-sat18-strips,p10.pddl,concrete,timed out,1800.0818763673306,concrete_asp,,,,,,,,1.5386515632271767,,,0.7252953015267849,,,,,,,,,,,,,,19,,,
data-network-sat18-strips,p10.pddl,lama,timed out,1800.1138981729746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data-network-sat18-strips,p11.pddl,abstract,success,70.85904201492667,total,66.733899,0.750427,1.425802,,4.555695,9.583388,0.633934,0.672814,0.270731,,0.295661,0.033633,42.598928,5.72986,,,unchecked: No available engine supports all the problem features:,4,0,0,0,15,30,16,1,17,numbers,
data-network-sat18-strips,p11.pddl,concrete,timed out,1800.135145779699,concrete_asp,,,,,,,,0.5938719715923071,,,0.271696962416172,,,,,,,,,,,,,,17,,,
data-network-sat18-strips,p11.pddl,lama,success,3.3814587853848934,total,0.878128,,,,,,,,,0.869565,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,29,,,,,
data-network-sat18-strips,p12.pddl,abstract,timed out,1800.1161780916154,abstract_asp,,0.9233891405165195,3.873456686735153,,9.871456012129784,28.72308100759983,2.1859278604388237,0.8504671789705753,0.2786109149456024,,0.4059142656624317,0.0436418280005455,,,,,,4,0,,,17,,18,,17,numbers,
data-network-sat18-strips,p12.pddl,concrete,timed out,1800.1501237265766,concrete_asp,,,,,,,,0.7544392235577106,,,0.3652667813003063,,,,,,,,,,,,,,19,,,
data-network-sat18-strips,p12.pddl,lama,success,6.064732942730188,total,2.24599,,,,,,,,,2.237546,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,31,,,,,
data-network-sat18-strips,p13.pddl,abstract,timed out,1800.1251234710217,abstract_asp,,0.9763743989169598,9.388034865260124,,17.442861665040255,71.96068196371198,5.267075389623642,0.9881746731698513,0.30850204825401306,,0.503486268222332,0.053419724106788635,,,,,,4,0,,,18,,19,,17,numbers,
data-network-sat18-strips,p13.pddl,concrete,timed out,1800.1485637910664,concrete_asp,,,,,,,,0.9482170380651951,,,0.4675649255514145,,,,,,,,,,,,,,20,,,
data-network-sat18-strips,p13.pddl,lama,success,30.053546433337033,total,26.850096,,,,,,,,,26.838673,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,135,,,,,
data-network-sat18-strips,p14.pddl,abstract,timed out,1800.0466954931617,abstract_asp,,1.0037010125815868,17.713480673730373,,30.212140049785376,133.12275476381183,9.854991234838963,1.211427453905344,0.3379458226263523,,0.6065706461668015,0.06180531159043312,,,,,,4,0,,,19,,20,,17,numbers,
data-network-sat18-strips,p14.pddl,concrete,timed out,1800.160255085677,concrete_asp,,,,,,,,1.070446491241455,,,0.5756443329155445,,,,,,,,,,,,,,19,,,
data-network-sat18-strips,p14.pddl,lama,success,5.5309924222528934,total,1.470558,,,,,,,,,1.461967,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,61,,,,,
data-network-sat18-strips,p15.pddl,abstract,timed out,1800.1824506670237,abstract_asp,,1.1215051412582397,37.89622436836362,,47.313244950026274,286.3228687942028,21.262520141899586,1.5009405128657818,0.3683200292289257,,0.7104917988181114,0.07536888867616653,,,,,,4,0,,,19,,20,,17,numbers,
data-network-sat18-strips,p15.pddl,concrete,timed out,1800.1514638140798,concrete_asp,,,,,,,,1.332009468227625,,,0.6778426729142666,,,,,,,,,,,,,,19,,,
data-network-sat18-strips,p15.pddl,lama,success,31.344817351549864,total,28.19331,,,,,,,,,28.183713,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,138,,,,,
elevators-sat08-strips,p01.pddl,abstract,success,11.797798424959183,total,4.192113,0.33336,0.00273,,0.361403,0.016025,0.021762,0.290237,0.214761,,0.031556,0.008558,2.295319,0.532293,,,unchecked: No available engine supports all the problem features:,7,0,0,0,12,25,13,1,4,count,
elevators-sat08-strips,p01.pddl,concrete,success,704.2015605941415,total,701.770144,,,,,,,0.233876,,,0.027585,,,701.449893,,,unchecked: No available engine supports all the problem features:,,,,,,18,,19,,,
elevators-sat08-strips,p01.pddl,lama,success,3.0056784013286233,total,0.264494,,,,,,,,,0.258671,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,20,,,,,
elevators-sat08-strips,p02.pddl,abstract,success,193.25444750487804,total,190.481875,0.332677,0.00272,,0.339675,0.016193,0.021915,0.26455,0.19316,,0.036419,0.009931,188.348244,0.831562,,,unchecked: No available engine supports all the problem features:,7,0,2,0,16,33,17,3,4,count,
elevators-sat08-strips,p02.pddl,concrete,timed out,1800.1271640472114,concrete_asp,,,,,,,,0.2944978252053261,,,0.03192828223109245,,,,,,,,,,,,,,21,,,
elevators-sat08-strips,p02.pddl,lama,success,2.583787969313562,total,0.230035,,,,,,,,,0.226901,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,28,,,,,
elevators-sat08-strips,p03.pddl,abstract,success,800.1390633508563,total,797.356924,0.332549,0.002781,,0.354564,0.016182,0.022037,0.257887,0.192802,,0.038653,0.010752,795.198188,0.834765,,,unchecked: No available engine supports all the problem features:,7,0,0,0,14,29,15,1,4,count,
elevators-sat08-strips,p03.pddl,concrete,timed out,1800.1188348531723,concrete_asp,,,,,,,,0.24741170927882195,,,0.038438580930233,,,,,,,,,,,,,,16,,,
elevators-sat08-strips,p03.pddl,lama,success,2.7445174269378185,total,0.306943,,,,,,,,,0.299974,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,23,,,,,
elevators-sat08-strips,p04.pddl,abstract,timed out,1800.0388626530766,abstract_asp,,0.3328403867781162,0.002909664064645767,,0.41372958943247795,0.01661697030067444,0.023423708975315094,0.24353080987930298,0.19971783086657524,,0.04407661780714989,0.012196902185678482,,,,,,7,0,,,17,,18,,4,count,
elevators-sat08-strips,p04.pddl,concrete,timed out,1800.121575344354,concrete_asp,,,,,,,,0.2798396833240986,,,0.046596210449934006,,,,,,,,,,,,,,22,,,
elevators-sat08-strips,p04.pddl,lama,success,2.3955382127314806,total,0.291682,,,,,,,,,0.284805,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,40,,,,,
elevators-sat08-strips,p05.pddl,abstract,timed out,1800.1392590887845,abstract_asp,,0.3381546474993229,0.0029373690485954285,,0.4198928400874138,0.017560627311468124,0.02334820106625557,0.26143742725253105,0.2116725593805313,,0.05082303658127785,0.012560579925775528,,,,,,7,0,,,16,,17,,4,count,
elevators-sat08-strips,p05.pddl,concrete,timed out,1800.1194524690509,concrete_asp,,,,,,,,0.26570653542876244,,,0.04899906739592552,,,,,,,,,,,,,,20,,,
elevators-sat08-strips,p05.pddl,lama,success,2.1024105213582516,total,0.262384,,,,,,,,,0.257788,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,36,,,,,
elevators-sat08-strips,p06.pddl,abstract,timed out,1800.1149362027645,abstract_asp,,0.353705957531929,0.0030892454087734222,,0.48103222995996475,0.017348382622003555,0.024785179644823074,0.28174617886543274,0.22572419792413712,,0.05658695101737976,0.014726944267749786,,,,,,7,0,,,18,,19,,4,count,
elevators-sat08-strips,p06.pddl,concrete,timed out,1800.1130796596408,concrete_asp,,,,,,,,0.2970771752297878,,,0.05715968832373619,,,,,,,,,,,,,,21,,,
elevators-sat08-strips,p06.pddl,lama,success,2.4280358739197254,total,0.303244,,,,,,,,,0.296606,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,41,,,,,
elevators-sat08-strips,p07.pddl,abstract,timed out,1800.1184000708163,abstract_asp,,0.3204059712588787,0.0029359236359596252,,0.4582933411002159,0.01719243824481964,0.024646911770105362,0.27603578567504883,0.21605423837900162,,0.06249065324664116,0.016558628529310226,,,,,,7,0,,,18,,19,,4,count,
elevators-sat08-strips,p07.pddl,concrete,timed out,1800.1129307849333,concrete_asp,,,,,,,,0.26725002471357584,,,0.058659338392317295,,,,,,,,,,,,,,23,,,
elevators-sat08-strips,p07.pddl,lama,success,2.2370577938854694,total,0.295526,,,,,,,,,0.291015,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,54,,,,,
elevators-sat08-strips,p08.pddl,abstract,timed out,1800.1179023571312,abstract_asp,,0.34179190173745155,0.0035021118819713593,,0.5730797462165356,0.017722100019454956,0.0251392163336277,0.3031143434345722,0.21509694680571556,,0.07108253985643387,0.01627989485859871,,,,,,7,0,,,19,,20,,4,count,
elevators-sat08-strips,p08.pddl,concrete,timed out,1800.091145399958,concrete_asp,,,,,,,,0.2626841329038143,,,0.06230436637997627,,,,,,,,,,,,,,23,,,
elevators-sat08-strips,p08.pddl,lama,success,2.939105302095413,total,0.363374,,,,,,,,,0.354553,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,52,,,,,
elevators-sat08-strips,p09.pddl,abstract,timed out,1800.1141687221825,abstract_asp,,0.3427928537130356,0.0031215958297252655,,0.6148549877107143,0.01763111725449562,0.02600017935037613,0.2903028018772602,0.21454167738556862,,0.07389995455741882,0.014776337891817093,,,,,,7,0,,,17,,18,,4,count,
elevators-sat08-strips,p09.pddl,concrete,timed out,1800.1237538978457,concrete_asp,,,,,,,,0.3110341429710388,,,0.07379673793911934,,,,,,,,,,,,,,21,,,
elevators-sat08-strips,p09.pddl,lama,success,2.088918685913086,total,0.301696,,,,,,,,,0.298146,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,55,,,,,
elevators-sat08-strips,p10.pddl,abstract,timed out,1800.120648253709,abstract_asp,,0.3436359278857708,0.0031405501067638397,,0.6671102978289127,0.017852500081062317,0.026371702551841736,0.30105379968881607,0.23849180340766907,,0.08065417781472206,0.019971147179603577,,,,,,7,0,,,19,,20,,4,count,
elevators-sat08-strips,p10.pddl,concrete,timed out,1800.1216571070254,concrete_asp,,,,,,,,0.30319441109895706,,,0.0768878199160099,,,,,,,,,,,,,,25,,,
elevators-sat08-strips,p10.pddl,lama,success,3.4204706363379955,total,0.426647,,,,,,,,,0.419379,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,81,,,,,
elevators-sat08-strips,p11.pddl,abstract,timed out,1800.156481437385,abstract_asp,,0.4646891839802265,0.0035419724881649017,,0.6597397923469543,0.03381216526031494,0.04038538038730621,0.34193046391010284,0.21983825415372849,,0.09419184550642967,0.022253498435020447,,,,,,7,0,,,19,,20,,5,count,
elevators-sat08-strips,p11.pddl,concrete,timed out,1800.1223848760128,concrete_asp,,,,,,,,0.2855818569660187,,,0.08426503837108612,,,,,,,,,,,,,,23,,,
elevators-sat08-strips,p11.pddl,lama,success,3.5645728893578053,total,0.420374,,,,,,,,,0.412517,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,39,,,,,
elevators-sat08-strips,p12.pddl,abstract,timed out,1800.1217102222145,abstract_asp,,0.4686528593301773,0.0031634122133255005,,0.8444203399121761,0.03500346466898918,0.042803648859262466,0.3592214286327362,0.23414091020822525,,0.11895834654569626,0.025853093713521957,,,,,,7,0,,,18,,19,,5,count,
elevators-sat08-strips,p12.pddl,concrete,timed out,1800.1298924461007,concrete_asp,,,,,,,,0.46247052773833275,,,0.1143505796790123,,,,,,,,,,,,,,23,,,
elevators-sat08-strips,p12.pddl,lama,success,3.166176225990057,total,0.452351,,,,,,,,,0.445086,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,58,,,,,
elevators-sat08-strips,p13.pddl,abstract,timed out,1800.1221169419587,abstract_asp,,0.49692387506365776,0.0034159645438194275,,1.123400166630745,0.035440027713775635,0.045609381049871445,0.4040140323340893,0.25271936133503914,,0.13771675527095795,0.02851596474647522,,,,,,7,0,,,19,,20,,5,count,
elevators-sat08-strips,p13.pddl,concrete,timed out,1800.1327470131218,concrete_asp,,,,,,,,0.41524095088243484,,,0.1326787956058979,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p13.pddl,lama,success,3.1385493390262127,total,0.490161,,,,,,,,,0.482165,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,56,,,,,
elevators-sat08-strips,p14.pddl,abstract,timed out,1800.1218073740602,abstract_asp,,0.47885240986943245,0.003438112325966358,,1.3358118124306202,0.035296738147735596,0.045298618264496326,0.42245005909353495,0.24524764344096184,,0.16251882538199425,0.031801567412912846,,,,,,7,0,,,22,,23,,5,count,
elevators-sat08-strips,p14.pddl,concrete,timed out,1800.1214743927121,concrete_asp,,,,,,,,0.42153749894350767,,,0.15081056859344244,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p14.pddl,lama,success,2.8735842257738113,total,0.561589,,,,,,,,,0.553976,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,80,,,,,
elevators-sat08-strips,p15.pddl,abstract,timed out,1800.120332785882,abstract_asp,,0.476100692525506,0.0035337917506694794,,1.6390809891745448,0.03688237722963095,0.04688766971230507,0.4486291278153658,0.25763833709061146,,0.17991933971643448,0.03370305709540844,,,,,,7,0,,,19,,20,,5,count,
elevators-sat08-strips,p15.pddl,concrete,timed out,1800.1270204558969,concrete_asp,,,,,,,,0.40232231840491295,,,0.16126707941293716,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p15.pddl,lama,success,4.463007980957627,total,0.758742,,,,,,,,,0.749579,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,107,,,,,
elevators-sat08-strips,p16.pddl,abstract,timed out,1800.1224247561768,abstract_asp,,0.4780430532991886,0.003645375370979309,,1.9917165376245975,0.0361598851159215,0.05465731956064701,0.4798600450158119,0.2602239400148392,,0.20529870595782995,0.03791349846869707,,,,,,7,0,,,19,,20,,5,count,
elevators-sat08-strips,p16.pddl,concrete,timed out,1800.0365011133254,concrete_asp,,,,,,,,0.42610110715031624,,,0.18154315277934074,,,,,,,,,,,,,,23,,,
elevators-sat08-strips,p16.pddl,lama,success,2.940740991383791,total,0.645494,,,,,,,,,0.639213,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,83,,,,,
elevators-sat08-strips,p17.pddl,abstract,timed out,1800.1219368521124,abstract_asp,,0.47913911659270525,0.0037566442042589188,,2.359388859011233,0.036764390766620636,0.05622561555355787,0.5113854445517063,0.2751533407717943,,0.22654043417423964,0.04583357274532318,,,,,,7,0,,,19,,20,,5,count,
elevators-sat08-strips,p17.pddl,concrete,timed out,1800.1302069611847,concrete_asp,,,,,,,,0.5320870205760002,,,0.21623863652348518,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p17.pddl,lama,success,3.0737216901034117,total,0.759395,,,,,,,,,0.75313,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,105,,,,,
elevators-sat08-strips,p18.pddl,abstract,timed out,1800.0409273309633,abstract_asp,,0.483769029378891,0.004191884770989418,,2.881373254582286,0.03715720400214195,0.058160592801868916,0.53592240344733,0.27936930023133755,,0.25050067249685526,0.043677342124283314,,,,,,7,0,,,20,,21,,5,count,
elevators-sat08-strips,p18.pddl,concrete,timed out,1800.1231820434332,concrete_asp,,,,,,,,0.5316334944218397,,,0.23269846756011248,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p18.pddl,lama,success,3.1378678791224957,total,0.832282,,,,,,,,,0.824327,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,118,,,,,
elevators-sat08-strips,p19.pddl,abstract,timed out,1800.1229625493288,abstract_asp,,0.48512901179492474,0.00393118429929018,,3.3457661336287856,0.03755968250334263,0.06045088078826666,0.5753113701939583,0.29306537192314863,,0.2690837988629937,0.05178541224449873,,,,,,7,0,,,20,,21,,5,count,
elevators-sat08-strips,p19.pddl,concrete,timed out,1800.1266378127038,concrete_asp,,,,,,,,0.5665275380015373,,,0.25384610891342163,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p19.pddl,lama,success,2.8578207083046436,total,0.910507,,,,,,,,,0.907113,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,136,,,,,
elevators-sat08-strips,p20.pddl,abstract,timed out,1800.15825286787,abstract_asp,,0.5098921405151486,0.004167573526501656,,3.902237898670137,0.037983568385243416,0.06456173490732908,0.6268221335485578,0.3125085551291704,,0.2917086910456419,0.04793193377554417,,,,,,7,0,,,18,,19,,5,count,
elevators-sat08-strips,p20.pddl,concrete,timed out,1800.1637832038105,concrete_asp,,,,,,,,0.6048847325146198,,,0.28025707975029945,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p20.pddl,lama,success,3.004854239523411,total,0.853574,,,,,,,,,0.849765,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,110,,,,,
elevators-sat08-strips,p21.pddl,abstract,timed out,1800.1261399127543,abstract_asp,,0.6340478844940662,0.00434020534157753,,3.109106283634901,0.07110752910375595,0.07020094618201256,0.6344025395810604,0.2721080593764782,,0.2796449437737465,0.04391714558005333,,,,,,7,0,,,21,,22,,7,count,
elevators-sat08-strips,p21.pddl,concrete,timed out,1800.119115523994,concrete_asp,,,,,,,,0.6589351147413254,,,0.2610238082706928,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p21.pddl,lama,success,4.258270867168903,total,0.842762,,,,,,,,,0.836745,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,82,,,,,
elevators-sat08-strips,p22.pddl,abstract,timed out,1800.1245939396322,abstract_asp,,0.6385143510997295,0.003850482404232025,,4.505181659013033,0.07212473452091217,0.07105877622961998,0.7276189289987087,0.2932548075914383,,0.3465604819357395,0.05021807923913002,,,,,,7,0,,,20,,21,,7,count,
elevators-sat08-strips,p22.pddl,concrete,timed out,1800.1248355675489,concrete_asp,,,,,,,,0.73284493945539,,,0.32500825449824333,,,,,,,,,,,,,,22,,,
elevators-sat08-strips,p22.pddl,lama,success,8.948476543650031,total,1.03085,,,,,,,,,1.02741,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,96,,,,,
elevators-sat08-strips,p23.pddl,abstract,timed out,1800.125900812447,abstract_asp,,0.6471805237233639,0.003968138247728348,,6.381726648658514,0.07236211374402046,0.0742076076567173,0.8153809458017349,0.31071382761001587,,0.41288674622774124,0.05868002027273178,,,,,,7,0,,,20,,21,,7,count,
elevators-sat08-strips,p23.pddl,concrete,timed out,1800.136074556969,concrete_asp,,,,,,,,0.756178105250001,,,0.36024169996380806,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p23.pddl,lama,success,4.039636716246605,total,1.313258,,,,,,,,,1.307497,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,107,,,,,
elevators-sat08-strips,p24.pddl,abstract,timed out,1800.1273304633796,abstract_asp,,0.6485935337841511,0.004038408398628235,,8.683615926653147,0.07447794079780579,0.0774693414568901,0.905921433120966,0.33621807396411896,,0.4780167080461979,0.07122112065553665,,,,,,7,0,,,19,,20,,7,count,
elevators-sat08-strips,p24.pddl,concrete,timed out,1800.1324199214578,concrete_asp,,,,,,,,0.8973237201571465,,,0.45220737904310226,,,,,,,,,,,,,,23,,,
elevators-sat08-strips,p24.pddl,lama,success,4.446335647255182,total,1.917304,,,,,,,,,1.910851,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,146,,,,,
elevators-sat08-strips,p25.pddl,abstract,timed out,1800.1278433911502,abstract_asp,,0.6525421552360058,0.004303362220525742,,11.845804039388895,0.07415716722607613,0.08565254136919975,0.98740379139781,0.33910370618104935,,0.5438660755753517,0.07039153575897217,,,,,,7,0,,,20,,21,,7,count,
elevators-sat08-strips,p25.pddl,concrete,timed out,1800.132327903062,concrete_asp,,,,,,,,0.97400042694062,,,0.49595819413661957,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p25.pddl,lama,success,4.247727107256651,total,2.138631,,,,,,,,,2.134554,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,173,,,,,
elevators-sat08-strips,p26.pddl,abstract,timed out,1800.1267135553062,abstract_asp,,0.6746703945100307,0.0043330006301403046,,15.227532800287008,0.07543943449854851,0.08830901607871056,1.1737364679574966,0.3641405627131462,,0.6116673462092876,0.08580829575657845,,,,,,7,0,,,20,,21,,7,count,
elevators-sat08-strips,p26.pddl,concrete,timed out,1800.0484591163695,concrete_asp,,,,,,,,1.2007560804486275,,,0.5797402746975422,,,,,,,,,,,,,,23,,,
elevators-sat08-strips,p26.pddl,lama,success,6.3671665340662,total,2.364764,,,,,,,,,2.356408,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,149,,,,,
elevators-sat08-strips,p27.pddl,abstract,timed out,1800.1293267831206,abstract_asp,,0.660842552781105,0.004813671112060547,,19.255110315978527,0.07584424316883087,0.09373849257826805,1.3070863150060177,0.37643831968307495,,0.6806749030947685,0.09252913296222687,,,,,,7,0,,,21,,22,,7,count,
elevators-sat08-strips,p27.pddl,concrete,timed out,1800.1406943257898,concrete_asp,,,,,,,,1.2218685625120997,,,0.6200380530208349,,,,,,,,,,,,,,24,,,
elevators-sat08-strips,p27.pddl,lama,success,5.5321718864142895,total,2.944521,,,,,,,,,2.936055,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,186,,,,,
elevators-sat08-strips,p28.pddl,abstract,timed out,1800.129791956395,abstract_asp,,0.6656101606786251,0.005036208778619766,,23.87897762283683,0.07646289095282555,0.09665998443961143,1.342890989035368,0.3923548646271229,,0.7555781118571758,0.10399886220693588,,,,,,7,0,,,19,,20,,7,count,
elevators-sat08-strips,p28.pddl,concrete,timed out,1800.147241268307,concrete_asp,,,,,,,,1.4113978259265423,,,0.7060541994869709,,,,,,,,,,,,,,23,,,
elevators-sat08-strips,p28.pddl,lama,success,7.474226791411638,total,3.459995,,,,,,,,,3.451762,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,188,,,,,
elevators-sat08-strips,p29.pddl,abstract,timed out,1800.1258413344622,abstract_asp,,0.6660421118140221,0.011322014033794403,,29.41256742924452,0.076608557254076,0.09234815090894699,1.426853995770216,0.4085092768073082,,0.8018990643322468,0.10560519993305206,,,,,,7,0,,,20,,21,,7,count,
elevators-sat08-strips,p29.pddl,concrete,timed out,1800.1570419222116,concrete_asp,,,,,,,,1.467949751764536,,,0.7608398050069809,,,,,,,,,,,,,,24,,,
