domain,problem,mode,status,wall_time_seconds,last_completed_phase,total_seconds,problem_reading_seconds,pnf_translation_seconds,symmetry_discovery_seconds,abstraction_seconds,abstract_pddl_writing_seconds,concrete_fd_seconds,abstract_fd_seconds,fd_search_seconds,concrete_asp_seconds,abstract_asp_seconds,abstract_solving_seconds,guided_concrete_solving_seconds,extended_concrete_solving_seconds,verdict,plan_valid,relaxed_deletes,relaxed_inequalities,decrements,increments,abstract_plan_length,plan_length,abstract_solve_calls,concrete_solve_calls,abstracted_object_count,abstracted_object_type,error_message
agricola-sat18-strips,p01.pddl,abstraction-asp,interrupted,216.0185749605298,abstract_asp,,0.7141422033309937,0.5227564908564091,15.977368712425232,2.894308466464281,0.3550093546509743,44.175615698099136,37.19379664957523,,28.85021649301052,24.26750137284398,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p01.pddl,asp,interrupted,130.25198240950704,concrete_asp,,,,,,,44.76782239973545,,,27.067549772560596,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p01.pddl,fd,success,71.00882869958878,total,62.475097,,,,,,,,62.462722,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,53,,,,,
agricola-sat18-strips,p02.pddl,abstraction-asp,interrupted,229.12267031148076,abstract_asp,,0.723574161529541,0.5144566483795643,19.090868584811687,2.9020354710519314,0.3591923341155052,51.159781742841005,41.53794775903225,,32.693105064332485,27.235407784581184,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p02.pddl,asp,interrupted,145.11019922420382,concrete_asp,,,,,,,51.287190809845924,,,32.21468210965395,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p02.pddl,fd,success,65.13233422860503,total,62.629095,,,,,,,,62.612628,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,66,,,,,
agricola-sat18-strips,p03.pddl,abstraction-asp,interrupted,264.1760949268937,abstract_asp,,0.7025981731712818,0.5031400509178638,22.42264298349619,2.911676049232483,0.469711359590292,60.71768444776535,52.919634096324444,,41.58865807950497,34.36778090894222,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p03.pddl,asp,interrupted,152.46840837970376,concrete_asp,,,,,,,60.19819821789861,,,38.53157910332084,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p03.pddl,fd,success,86.59532408043742,total,83.906701,,,,,,,,83.885034,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,83,,,,,
agricola-sat18-strips,p04.pddl,abstraction-asp,interrupted,284.4942022562027,abstract_asp,,0.7353830225765705,0.5189368203282356,25.405513808131218,2.9235531501471996,0.4681316539645195,63.74324154853821,59.483932454138994,,44.17069284245372,36.58123939484358,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p04.pddl,asp,interrupted,158.61242511495948,concrete_asp,,,,,,,62.691923677921295,,,40.81510483287275,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p04.pddl,fd,success,95.17664801701903,total,92.297612,,,,,,,,92.277596,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,88,,,,,
agricola-sat18-strips,p05.pddl,abstraction-asp,interrupted,298.86654590442777,abstract_asp,,0.7606118619441986,0.5201330184936523,27.372398119419813,3.0866844952106476,0.3615085743367672,68.93171839416027,61.66080664098263,,48.28562180697918,39.97789767757058,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p05.pddl,asp,interrupted,165.8405035752803,concrete_asp,,,,,,,69.90713714808226,,,44.492027518339455,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p05.pddl,fd,success,114.88955599069595,total,111.898072,,,,,,,,111.879627,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,98,,,,,
agricola-sat18-strips,p06.pddl,abstraction-asp,interrupted,313.488535374403,abstract_asp,,0.723712258040905,0.6272001154720783,27.498421169817448,2.955190919339657,0.3581925742328167,75.06919421255589,69.94724984839559,,50.594482984393835,42.11348830163479,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p06.pddl,asp,interrupted,167.02526058256626,concrete_asp,,,,,,,72.70787202939391,,,47.02995255589485,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p06.pddl,fd,success,137.0698702260852,total,134.144147,,,,,,,,134.120854,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,103,,,,,
agricola-sat18-strips,p07.pddl,abstraction-asp,interrupted,326.9910692162812,abstract_asp,,0.7236146740615368,0.6344935297966003,31.22018701210618,2.998681891709566,0.36175036430358887,78.85459283739328,71.43850408867002,,55.13497085496783,46.31401087343693,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p07.pddl,asp,interrupted,177.69463312253356,concrete_asp,,,,,,,78.67498327046633,,,51.29456411674619,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p07.pddl,fd,success,124.71427821367979,total,121.796434,,,,,,,,121.775383,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,116,,,,,
agricola-sat18-strips,p08.pddl,abstraction-asp,interrupted,352.19435558095574,abstract_asp,,0.7629082053899765,0.7443495206534863,32.537248980253935,3.018952079117298,0.3845963031053543,86.38047526031733,77.82715437188745,,59.63132186233997,49.85401472449303,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p08.pddl,asp,interrupted,181.62650313973427,concrete_asp,,,,,,,85.27285831049085,,,54.60738445073366,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p08.pddl,fd,success,140.29486520122737,total,137.372814,,,,,,,,137.353518,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,125,,,,,
agricola-sat18-strips,p09.pddl,abstraction-asp,interrupted,361.48292606696486,abstract_asp,,0.6864921115338802,0.6045162118971348,31.863950204104185,3.0463754758238792,0.3630118742585182,89.94949766248465,85.57109522819519,,62.57985591888428,52.24823473393917,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p09.pddl,asp,interrupted,193.75126703456044,concrete_asp,,,,,,,90.67370403930545,,,58.29635747149587,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p09.pddl,fd,success,183.24594235233963,total,179.467106,,,,,,,,179.442763,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,133,,,,,
agricola-sat18-strips,p10.pddl,abstraction-asp,interrupted,375.17530443891883,abstract_asp,,0.7357332184910774,0.6560849398374557,37.90321557596326,3.0326667092740536,0.36617444083094597,95.39185542613268,85.13758737593889,,65.3032504953444,54.09862055256963,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p10.pddl,asp,interrupted,194.37028101459146,concrete_asp,,,,,,,94.91419825330377,,,60.04019545018673,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p10.pddl,fd,success,334.45604312978685,total,331.456405,,,,,,,,331.430419,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,141,,,,,
agricola-sat18-strips,p11.pddl,abstraction-asp,timed out,1800.2545411800966,abstract_asp,,0.6207225956022739,0.23988319654017687,2.551472940482199,0.8840090483427048,0.18704691249877214,6.584437764249742,6.2511702394112945,,4.529215516522527,4.035647943615913,,,,,,1,0,,,60,,61,,5,room,
agricola-sat18-strips,p11.pddl,asp,timed out,1800.3217298053205,concrete_asp,,,,,,,6.53317441791296,,,4.199172869324684,,,,,,,,,,,,,,60,,,
agricola-sat18-strips,p11.pddl,fd,timed out,1800.113819602877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p12.pddl,abstraction-asp,timed out,1800.3367958329618,abstract_asp,,0.6116467416286469,0.24815887212753296,2.904039442539215,0.8951557576656342,0.19641860201954842,7.9485231526196,7.570344354957342,,5.564925599843264,4.95586046949029,,,,,,1,0,,,65,,66,,5,room,
agricola-sat18-strips,p12.pddl,asp,timed out,1800.3553800918162,concrete_asp,,,,,,,8.158565778285265,,,5.201158601790667,,,,,,,,,,,,,,71,,,
agricola-sat18-strips,p12.pddl,fd,success,25.804555386304855,total,23.289209,,,,,,,,23.280766,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,78,,,,,
agricola-sat18-strips,p13.pddl,abstraction-asp,timed out,1800.3076605424285,abstract_asp,,0.6207183599472046,0.2478492110967636,3.586993098258972,0.9182110913097858,0.19116615504026413,9.54482501000166,9.01959452778101,,6.8998504392802715,6.101092550903559,,,,,,1,0,,,52,,53,,5,room,
agricola-sat18-strips,p13.pddl,asp,timed out,1800.357832815498,concrete_asp,,,,,,,9.854372270405293,,,6.302243702113628,,,,,,,,,,,,,,72,,,
agricola-sat18-strips,p13.pddl,fd,success,482.1572853960097,total,479.699889,,,,,,,,479.689821,,,,,,,unchecked: No available engine supports all the problem features:,,,,,,95,,,,,
agricola-sat18-strips,p14.pddl,abstraction-asp,timed out,1800.424125276506,abstract_asp,,0.594542246311903,0.25502868741750717,5.790745127946138,1.0084407664835453,0.20398687571287155,14.964600142091513,14.11809092387557,,10.709045328199863,9.436942916363478,,,,,,1,0,,,52,,53,,6,room,
agricola-sat18-strips,p14.pddl,asp,timed out,1800.3925310112536,concrete_asp,,,,,,,14.41264321655035,,,9.587423328310251,,,,,,,,,,,,,,53,,,
agricola-sat18-strips,p14.pddl,fd,timed out,1800.1103253737092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p15.pddl,abstraction-asp,timed out,1800.4231449700892,abstract_asp,,0.6313019543886185,0.2477046214044094,6.462473262101412,1.030054409056902,0.2015000395476818,17.533309150487185,15.823789436370134,,12.047906387597322,10.558199618011713,,,,,,1,0,,,68,,69,,6,room,
agricola-sat18-strips,p15.pddl,asp,timed out,1800.4117329791188,concrete_asp,,,,,,,17.604955196380615,,,11.069834880530834,,,,,,,,,,,,,,74,,,
agricola-sat18-strips,p15.pddl,fd,timed out,1800.077343299985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p16.pddl,abstraction-asp,timed out,1800.523545987904,abstract_asp,,0.6408656761050224,0.25076063349843025,7.400957494974136,1.026205100119114,0.20464809238910675,18.666897993534803,17.583034340292215,,13.043698206543922,11.46989606693387,,,,,,1,0,,,59,,60,,6,room,
agricola-sat18-strips,p16.pddl,asp,timed out,1800.4816941283643,concrete_asp,,,,,,,17.8805099055171,,,11.840237006545067,,,,,,,,,,,,,,57,,,
agricola-sat18-strips,p16.pddl,fd,timed out,1800.110557681881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p17.pddl,abstraction-asp,timed out,1800.4726606570184,abstract_asp,,0.6269203014671803,0.2607755735516548,10.822850935161114,1.1351469308137894,0.20452221855521202,27.68323141336441,25.868897635489702,,19.203354701399803,16.58366508409381,,,,,,1,0,,,55,,56,,7,room,
agricola-sat18-strips,p17.pddl,asp,timed out,1800.8751592077315,concrete_asp,,,,,,,27.974837731570005,,,17.82447788119316,,,,,,,,,,,,,,58,,,
agricola-sat18-strips,p17.pddl,fd,timed out,1800.1083354242146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p18.pddl,abstraction-asp,timed out,1800.7214819863439,abstract_asp,,0.6229912526905537,0.26030462607741356,11.275366824120283,1.1389554180204868,0.20441360771656036,30.678564228117466,27.421529054641724,,20.847076524049044,17.93752186000347,,,,,,1,0,,,59,,60,,7,room,
agricola-sat18-strips,p18.pddl,asp,timed out,1800.7156438939273,concrete_asp,,,,,,,30.657880935817957,,,19.17611065879464,,,,,,,,,,,,,,60,,,
agricola-sat18-strips,p18.pddl,fd,timed out,1800.1109961606562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p19.pddl,abstraction-asp,interrupted,842.4729897268116,abstract_asp,,0.581374041736126,0.26907904073596,10.714160289615393,1.1538951508700848,0.2099291905760765,29.28535858169198,28.335533257573843,,20.54952933639288,17.828231070190668,,,,,,1,0,,,59,,60,,7,room,
agricola-sat18-strips,p19.pddl,asp,interrupted,794.6027354737744,concrete_asp,,,,,,,31.748185855336487,,,20.596138208173215,,,,,,,,,,,,,,61,,,
agricola-sat18-strips,p19.pddl,fd,timed out,1800.110809262842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p20.pddl,abstraction-asp,interrupted,757.6323081515729,abstract_asp,,0.6541932448744774,0.2705133892595768,14.331179581582546,1.1751461140811443,0.21337832137942314,34.341257497668266,32.02447971329093,,23.67685991898179,20.477022476494312,,,,,,1,0,,,56,,57,,7,room,
agricola-sat18-strips,p20.pddl,asp,interrupted,766.8459167182446,concrete_asp,,,,,,,34.01441392675042,,,21.849240120500326,,,,,,,,,,,,,,59,,,
agricola-sat18-strips,p20.pddl,fd,timed out,1800.1094370819628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
airport,p01-airport1-p1.pddl,abstraction-asp,success,4.135328002274036,total,1.418521,0.546496,0.013414,0.152957,0.053389,0.079227,0.207833,0.180851,,0.007008,0.004998,0.046137,0.079579,,,valid,0,0,0,0,8,8,9,1,2,segment,
airport,p01-airport1-p1.pddl,asp,success,2.8308786852285266,total,0.296278,,,,,,0.220743,,,0.006134,,,0.056363,,,valid,,,,,,8,,9,,,
airport,p01-airport1-p1.pddl,fd,success,2.7834943495690823,total,0.241116,,,,,,,,0.233428,,,,,,,valid,,,,,,8,,,,,
airport,p02-airport1-p1.pddl,abstraction-asp,success,4.265413571149111,total,1.690504,0.619463,0.013875,0.164452,0.057533,0.082929,0.226281,0.226336,,0.006985,0.006875,0.086476,0.116635,,,valid,0,0,0,0,9,9,10,1,2,segment,
airport,p02-airport1-p1.pddl,asp,success,2.9557908354327083,total,0.328337,,,,,,0.225433,,,0.00696,,,0.078755,,,valid,,,,,,9,,10,,,
airport,p02-airport1-p1.pddl,fd,success,3.138160478323698,total,0.261455,,,,,,,,0.253377,,,,,,,valid,,,,,,9,,,,,
airport,p03-airport1-p2.pddl,abstraction-asp,success,4.96097182109952,total,2.305608,0.642219,0.014846,0.170594,0.060312,0.090498,0.232545,0.249641,,0.009364,0.008509,0.368043,0.358061,,,valid,0,0,0,0,17,17,18,1,2,segment,
airport,p03-airport1-p2.pddl,asp,success,3.651524171233177,total,0.608973,,,,,,0.232798,,,0.010487,,,0.344951,,,valid,,,,,,17,,18,,,
airport,p03-airport1-p2.pddl,fd,success,2.9120261827483773,total,0.254234,,,,,,,,0.246777,,,,,,,valid,,,,,,17,,,,,
airport,p04-airport2-p1.pddl,abstraction-asp,success,8.814057644456625,total,3.901048,1.595173,0.03722,0.290162,0.152574,0.214855,0.323108,0.280244,,0.012677,0.009196,0.239218,0.611285,,,valid,0,0,0,0,20,20,21,1,2,segment,
airport,p04-airport2-p1.pddl,asp,success,4.554147034883499,total,0.564273,,,,,,0.292053,,,0.014479,,,0.23423,,,valid,,,,,,20,,21,,,
airport,p04-airport2-p1.pddl,fd,success,5.179786574095488,total,0.346702,,,,,,,,0.339819,,,,,,,valid,,,,,,20,,,,,
airport,p05-airport2-p1.pddl,abstraction-asp,success,8.164760455489159,total,4.160588,1.640513,0.038528,0.257963,0.163383,0.22616,0.293212,0.291683,,0.012819,0.012119,0.328756,0.755234,,,valid,0,0,0,0,21,21,22,1,2,segment,
airport,p05-airport2-p1.pddl,asp,success,4.490388114005327,total,0.648389,,,,,,0.283029,,,0.014328,,,0.326922,,,valid,,,,,,21,,22,,,
airport,p05-airport2-p1.pddl,fd,success,4.3656273148953915,total,0.317061,,,,,,,,0.310574,,,,,,,valid,,,,,,23,,,,,
airport,p06-airport2-p2.pddl,abstraction-asp,success,142.88712764158845,total,137.709335,1.681864,0.039533,0.30148,0.163735,0.233024,0.377131,0.312474,,0.02347,0.01746,131.644484,2.702481,,,valid,0,0,0,0,41,41,42,1,2,segment,
airport,p06-airport2-p2.pddl,asp,success,150.13391110487282,total,144.16338,,,,,,0.390876,,,0.021397,,,143.699646,,,valid,,,,,,41,,42,,,
airport,p06-airport2-p2.pddl,fd,success,4.565898224711418,total,0.361713,,,,,,,,0.353461,,,,,,,valid,,,,,,43,,,,,
airport,p07-airport2-p2.pddl,abstraction-asp,success,148.76622061617672,total,144.561129,1.550553,0.040495,0.233186,0.162811,0.240222,0.287122,0.285985,,0.017889,0.016497,138.562116,2.953145,,,valid,0,0,0,0,41,41,42,1,2,segment,
airport,p07-airport2-p2.pddl,asp,success,145.79445303604007,total,141.653575,,,,,,0.312643,,,0.017828,,,141.267776,,,valid,,,,,,41,,42,,,
airport,p07-airport2-p2.pddl,fd,success,5.05299025028944,total,0.40109,,,,,,,,0.39398,,,,,,,valid,,,,,,43,,,,,
airport,p08-airport2-p3.pddl,abstraction-asp,success,24.080519504845142,total,19.608085,1.786819,0.042758,0.310522,0.168735,0.204572,0.342367,0.256551,,0.028739,0.011916,10.416964,5.818159,,,valid,334,0,30,0,41,64,42,31,2,airplane,
airport,p08-airport2-p3.pddl,asp,timed out,1800.0340658938512,concrete_asp,,,,,,,0.38110436499118805,,,0.02860196027904749,,,,,,,,,,,,,,47,,,
airport,p08-airport2-p3.pddl,fd,success,4.788506023585796,total,0.433599,,,,,,,,0.427795,,,,,,,valid,,,,,,66,,,,,
airport,p09-airport2-p4.pddl,abstraction-asp,timed out,1800.1229854151607,abstract_asp,,1.8658390492200851,0.0440356470644474,0.35225024446845055,0.1801675334572792,0.22798170894384384,0.4501182250678539,0.28713689371943474,,0.04015965014696121,0.015217386186122894,,,,,,334,0,,,47,,48,,2,airplane,
airport,p09-airport2-p4.pddl,asp,timed out,1800.1226546503603,concrete_asp,,,,,,,0.4112458750605583,,,0.035132572054862976,,,,,,,,,,,,,,48,,,
airport,p09-airport2-p4.pddl,fd,success,4.928380305878818,total,0.517469,,,,,,,,0.51033,,,,,,,valid,,,,,,75,,,,,
airport,p10-airport3-p1.pddl,abstraction-asp,success,8.381483688950539,total,3.939443,1.793656,0.044424,0.250973,0.183329,0.267304,0.270388,0.266269,,0.010249,0.009717,0.184889,0.557334,,,valid,0,0,0,0,18,18,19,1,2,segment,
airport,p10-airport3-p1.pddl,asp,success,4.4762007631361485,total,0.491033,,,,,,0.288929,,,0.01133,,,0.17876,,,valid,,,,,,18,,19,,,
airport,p10-airport3-p1.pddl,fd,success,4.188032031059265,total,0.300838,,,,,,,,0.293821,,,,,,,valid,,,,,,18,,,,,
airport,p11-airport3-p1.pddl,abstraction-asp,success,9.244624711573124,total,4.726349,1.906841,0.046584,0.284878,0.18887,0.26984,0.30894,0.304738,,0.014621,0.01381,0.373256,0.866218,,,valid,0,0,0,0,21,21,22,1,2,segment,
airport,p11-airport3-p1.pddl,asp,success,4.9844173155725,total,0.726568,,,,,,0.314126,,,0.017539,,,0.367353,,,valid,,,,,,21,,22,,,
airport,p11-airport3-p1.pddl,fd,success,4.803293734788895,total,0.350282,,,,,,,,0.340654,,,,,,,valid,,,,,,23,,,,,
airport,p12-airport3-p2.pddl,abstraction-asp,success,144.7630655169487,total,139.26397,1.968898,0.046723,0.292701,0.19939,0.278805,0.391701,0.335557,,0.026657,0.020089,132.431755,3.044495,,,valid,0,0,0,0,39,39,40,1,2,segment,
airport,p12-airport3-p2.pddl,asp,success,118.12351565249264,total,113.782729,,,,,,0.315446,,,0.019653,,,113.409133,,,valid,,,,,,39,,40,,,
airport,p12-airport3-p2.pddl,fd,success,4.848905809223652,total,0.383896,,,,,,,,0.37788,,,,,,,valid,,,,,,41,,,,,
airport,p13-airport3-p2.pddl,abstraction-asp,success,121.86399465519935,total,116.080245,1.967379,0.04765,0.337278,0.201829,0.284628,0.394918,0.335472,,0.024592,0.020236,109.291091,2.940878,,,valid,0,0,0,0,37,37,38,1,2,segment,
airport,p13-airport3-p2.pddl,asp,success,110.12633265927434,total,105.638491,,,,,,0.338459,,,0.020225,,,105.227175,,,valid,,,,,,37,,38,,,
airport,p13-airport3-p2.pddl,fd,success,4.902437619864941,total,0.373403,,,,,,,,0.366355,,,,,,,valid,,,,,,37,,,,,
airport,p14-airport3-p3.pddl,abstraction-asp,success,24.774746034294367,total,19.793865,2.220977,0.049861,0.362646,0.207005,0.238731,0.388424,0.285467,,0.036786,0.01318,9.814515,5.929139,,,valid,406,0,28,0,39,60,40,29,2,airplane,
airport,p14-airport3-p3.pddl,asp,timed out,1800.1407712986693,concrete_asp,,,,,,,0.38725166395306587,,,0.03156969137489796,,,,,,,,,,,,,,47,,,
airport,p14-airport3-p3.pddl,fd,success,4.825750757008791,total,0.669715,,,,,,,,0.665787,,,,,,,valid,,,,,,64,,,,,
airport,p15-airport3-p3.pddl,abstraction-asp,success,23.139250319451094,total,17.367014,2.219527,0.052118,0.352177,0.204234,0.250913,0.427403,0.282606,,0.036532,0.013081,6.855019,6.450538,,,valid,409,0,35,0,37,62,38,36,2,airplane,
airport,p15-airport3-p3.pddl,asp,timed out,1800.1216190978885,concrete_asp,,,,,,,0.41385411843657494,,,0.03470545634627342,,,,,,,,,,,,,,45,,,
airport,p15-airport3-p3.pddl,fd,success,5.392902799881995,total,0.502155,,,,,,,,0.495023,,,,,,,valid,,,,,,62,,,,,
airport,p16-airport3-p4.pddl,abstraction-asp,timed out,1800.05384413898,abstract_solving,,2.323963887989521,0.052769843488931656,0.34937992691993713,0.2392129972577095,0.2531164065003395,0.43760591745376587,0.2862499728798866,,0.04838176816701889,0.013616103678941727,5.754169527441263,,,,,416,0,15,0,37,,38,16,3,airplane,
airport,p16-airport3-p4.pddl,asp,timed out,1800.123380601406,concrete_asp,,,,,,,0.4395374096930027,,,0.04483947530388832,,,,,,,,,,,,,,49,,,
airport,p16-airport3-p4.pddl,fd,success,8.316760051995516,total,3.209547,,,,,,,,3.202107,,,,,,,valid,,,,,,83,,,,,
airport,p18-airport3-p6.pddl,abstraction-asp,timed out,1800.1238247193396,abstract_asp,,2.206354394555092,0.0576690137386322,0.3774426802992821,0.2913018427789211,0.2680195942521095,0.4867274910211563,0.26112250238657,,0.0688539445400238,0.015485558658838272,,,,,,423,0,,,44,,45,,4,airplane,
airport,p18-airport3-p6.pddl,asp,timed out,1800.1270889788866,concrete_asp,,,,,,,0.5218809172511101,,,0.07548335194587708,,,,,,,,,,,,,,50,,,
airport,p18-airport3-p6.pddl,fd,success,11.343388371169567,total,5.038471,,,,,,,,5.033263,,,,,,,valid,,,,,,113,,,,,
airport,p19-airport3-p6.pddl,abstraction-asp,timed out,1800.0793534480035,abstract_asp,,2.4200832433998585,0.05765688046813011,0.41409696638584137,0.26579535007476807,0.28811804577708244,0.5403093919157982,0.3096995949745178,,0.06098727136850357,0.014836512506008148,,,,,,406,0,,,45,,46,,3,airplane,
airport,p19-airport3-p6.pddl,asp,timed out,1800.1063326001167,concrete_asp,,,,,,,0.47842345386743546,,,0.051249973475933075,,,,,,,,,,,,,,54,,,
airport,p19-airport3-p6.pddl,fd,success,6.763585314154625,total,1.473272,,,,,,,,1.465324,,,,,,,valid,,,,,,94,,,,,
airport,p20-airport3-p7.pddl,abstraction-asp,timed out,1800.1248647384346,abstract_asp,,2.5841873548924923,0.060688819736242294,0.4011160545051098,0.31786397099494934,0.28395864367485046,0.5997059643268585,0.3466196693480015,,0.08552354201674461,0.020027130842208862,,,,,,423,0,,,46,,47,,4,airplane,
airport,p20-airport3-p7.pddl,asp,timed out,1800.1318269446492,concrete_asp,,,,,,,0.5675496496260166,,,0.07343640923500061,,,,,,,,,,,,,,49,,,
airport,p20-airport3-p7.pddl,fd,success,14.856375198811293,total,9.275649,,,,,,,,9.268484,,,,,,,valid,,,,,,121,,,,,
barman-sat11-strips,pfile06-021.pddl,abstraction-asp,timed out,1800.122535917908,abstract_asp,,0.34026310220360756,0.00492352619767189,0.21999229490756989,0.01717260852456093,0.04016801714897156,0.3752127066254616,0.2874940000474453,,0.13573670759797096,0.06144585460424423,,,,,,2,0,,,39,,40,,2,hand,
barman-sat11-strips,pfile06-021.pddl,asp,timed out,1800.1247604005039,concrete_asp,,,,,,,0.39512598142027855,,,0.12429686263203621,,,,,,,,,,,,,,49,,,
barman-sat11-strips,pfile06-021.pddl,fd,success,3.463542338460684,total,0.810678,,,,,,,,0.802208,,,,,,,valid,,,,,,157,,,,,
barman-sat11-strips,pfile06-022.pddl,abstraction-asp,timed out,1800.1245435057208,abstract_asp,,0.32825692277401686,0.004919431172311306,0.2216772958636284,0.017191080376505852,0.03988181613385677,0.39675296377390623,0.28684234991669655,,0.15462313033640385,0.06303820479661226,,,,,,2,0,,,37,,38,,2,hand,
barman-sat11-strips,pfile06-022.pddl,asp,timed out,1800.1239273771644,concrete_asp,,,,,,,0.3811792191118002,,,0.12804581131786108,,,,,,,,,,,,,,46,,,
barman-sat11-strips,pfile06-022.pddl,fd,success,4.194469250738621,total,0.809103,,,,,,,,0.801776,,,,,,,valid,,,,,,147,,,,,
barman-sat11-strips,pfile06-023.pddl,abstraction-asp,timed out,1800.1252783425152,abstract_asp,,0.32749107107520103,0.004962503910064697,0.22159245610237122,0.016977902501821518,0.04012858495116234,0.42013534530997276,0.2868303507566452,,0.13544419780373573,0.06296905130147934,,,,,,2,0,,,37,,38,,2,hand,
barman-sat11-strips,pfile06-023.pddl,asp,timed out,1800.1303968429565,concrete_asp,,,,,,,0.3752363882958889,,,0.12285264953970909,,,,,,,,,,,,,,48,,,
barman-sat11-strips,pfile06-023.pddl,fd,success,3.201597608625889,total,0.897982,,,,,,,,0.890151,,,,,,,valid,,,,,,177,,,,,
barman-sat11-strips,pfile06-024.pddl,abstraction-asp,timed out,1800.1234491728246,abstract_asp,,0.33959297090768814,0.004879351705312729,0.2226375937461853,0.017156723886728287,0.040138181298971176,0.4205501116812229,0.28184132277965546,,0.13504351675510406,0.06259072199463844,,,,,,2,0,,,34,,35,,2,hand,
barman-sat11-strips,pfile06-024.pddl,asp,timed out,1800.1200745739043,concrete_asp,,,,,,,0.3771588373929262,,,0.12286267057061195,,,,,,,,,,,,,,49,,,
barman-sat11-strips,pfile06-024.pddl,fd,success,4.500406663864851,total,0.865364,,,,,,,,0.858427,,,,,,,valid,,,,,,154,,,,,
barman-sat11-strips,pfile07-025.pddl,abstraction-asp,timed out,1800.123338099569,abstract_asp,,0.3324381411075592,0.0049489811062812805,0.2039477676153183,0.01777605339884758,0.041889823973178864,0.40871377289295197,0.30849019438028336,,0.15236354619264603,0.07131309062242508,,,,,,2,0,,,37,,38,,2,hand,
barman-sat11-strips,pfile07-025.pddl,asp,timed out,1800.1254908554256,concrete_asp,,,,,,,0.38589050248265266,,,0.149526447057724,,,,,,,,,,,,,,47,,,
barman-sat11-strips,pfile07-025.pddl,fd,success,4.238847819156945,total,0.920301,,,,,,,,0.913936,,,,,,,valid,,,,,,162,,,,,
barman-sat11-strips,pfile07-026.pddl,abstraction-asp,timed out,1800.1150285126641,abstract_asp,,0.33101039845496416,0.004996050149202347,0.19872760772705078,0.01765771210193634,0.042388295754790306,0.40657241083681583,0.3032600721344352,,0.15258882194757462,0.07146387547254562,,,,,,2,0,,,37,,38,,2,hand,
barman-sat11-strips,pfile07-026.pddl,asp,timed out,1800.134867541492,concrete_asp,,,,,,,0.3912612348794937,,,0.13410130515694618,,,,,,,,,,,,,,49,,,
barman-sat11-strips,pfile07-026.pddl,fd,success,5.162598390132189,total,2.124108,,,,,,,,2.118051,,,,,,,valid,,,,,,222,,,,,
barman-sat11-strips,pfile07-027.pddl,abstraction-asp,timed out,1800.123111911118,abstract_asp,,0.32877377420663834,0.004977062344551086,0.19771456345915794,0.017772521823644638,0.042231131345033646,0.40317659825086594,0.29924601316452026,,0.14994846284389496,0.07138326019048691,,,,,,2,0,,,38,,39,,2,hand,
barman-sat11-strips,pfile07-027.pddl,asp,timed out,1800.1297344602644,concrete_asp,,,,,,,0.4997859373688698,,,0.14507854729890823,,,,,,,,,,,,,,42,,,
barman-sat11-strips,pfile07-027.pddl,fd,success,2.544471926987171,total,0.626487,,,,,,,,0.622639,,,,,,,valid,,,,,,146,,,,,
