domain,problem,mode,status,wall_time_seconds,last_completed_phase,total_seconds,problem_reading_seconds,pnf_translation_seconds,symmetry_discovery_seconds,abstraction_seconds,abstract_pddl_writing_seconds,concrete_fd_seconds,abstract_fd_seconds,lama_fd_seconds,concrete_asp_seconds,abstract_asp_seconds,abstract_solving_seconds,guided_concrete_solving_seconds,extended_concrete_solving_seconds,verdict,plan_valid,relaxed_deletes,relaxed_inequalities,decrements,increments,abstract_plan_length,plan_length,abstract_solve_calls,concrete_solve_calls,abstracted_object_count,abstracted_object_type,error_message
agricola-sat18-strips,p01.pddl,abstract,interrupted,217.07313430681825,abstract_asp,,0.7031403928995132,0.4991513825953007,16.007060706615448,2.910765703767538,0.34645285457372665,43.97497954964638,39.260171726346016,,28.869678381830454,24.03905166313052,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p01.pddl,concrete,interrupted,129.8022048547864,concrete_asp,,,,,,,43.81701684743166,,,27.145174618810415,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p01.pddl,lama,success,65.98512218892574,total,63.488853,,,,,,,,63.46995,,,,,,,,,,,,,53,,,,,
agricola-sat18-strips,p02.pddl,abstract,interrupted,246.430600784719,abstract_asp,,0.7508862651884556,0.5189151503145695,20.06254195049405,2.9022492170333862,0.370909720659256,54.51866838335991,45.38503886014223,,34.97779532149434,29.057990297675133,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p02.pddl,concrete,interrupted,144.5843619555235,concrete_asp,,,,,,,52.23891419917345,,,32.22511440142989,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p02.pddl,lama,success,77.1460265815258,total,75.389736,,,,,,,,75.374833,,,,,,,,,,,,,66,,,,,
agricola-sat18-strips,p03.pddl,abstract,interrupted,264.5717518441379,abstract_asp,,0.7252768464386463,0.5028764642775059,22.590280029922724,2.8991743326187134,0.469290304929018,57.95626114308834,50.78641436994076,,41.608625169843435,34.526318080723286,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p03.pddl,concrete,interrupted,151.81001335382462,concrete_asp,,,,,,,61.39708172157407,,,39.16927606239915,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p03.pddl,lama,success,84.52602463588119,total,82.12087,,,,,,,,82.100316,,,,,,,,,,,,,83,,,,,
agricola-sat18-strips,p04.pddl,abstract,interrupted,284.40420839190483,abstract_asp,,0.716104619204998,0.5137172378599644,25.47013521939516,2.8999199867248535,0.4720933735370636,63.98965397104621,59.751994863152504,,43.89732384681702,36.443674962967634,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p04.pddl,concrete,interrupted,158.12710717320442,concrete_asp,,,,,,,65.18394487723708,,,42.867707807570696,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p04.pddl,lama,success,92.41230181604624,total,90.001522,,,,,,,,89.979506,,,,,,,,,,,,,88,,,,,
agricola-sat18-strips,p05.pddl,abstract,interrupted,294.8716366775334,abstract_asp,,0.7229038141667843,0.5310936346650124,26.511975068598986,3.0823348872363567,0.36929865926504135,70.2406030036509,61.53632729128003,,48.098680317401886,39.792227651923895,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p05.pddl,concrete,interrupted,164.98233019560575,concrete_asp,,,,,,,71.01823564618826,,,45.52379709482193,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p05.pddl,lama,success,114.40920914709568,total,112.628824,,,,,,,,112.608114,,,,,,,,,,,,,98,,,,,
agricola-sat18-strips,p06.pddl,abstract,interrupted,312.32323664426804,abstract_asp,,0.7236508876085281,0.6241032406687737,28.0004147477448,2.987756200134754,0.3578466363251209,74.47346337884665,69.92324602603912,,50.66913918405771,42.20757511630654,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p06.pddl,concrete,interrupted,170.00968040898442,concrete_asp,,,,,,,75.94705697521567,,,47.47729808092117,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p06.pddl,lama,success,139.81270404160023,total,137.320765,,,,,,,,137.296751,,,,,,,,,,,,,103,,,,,
agricola-sat18-strips,p07.pddl,abstract,interrupted,327.9015980474651,abstract_asp,,0.7432507984340191,0.6393761150538921,31.45122818276286,2.9912732988595963,0.3637752905488014,78.58053697645664,71.13895269483328,,55.197086580097675,46.048478584736586,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p07.pddl,concrete,interrupted,179.90132067352533,concrete_asp,,,,,,,79.86264026537538,,,51.88737219944596,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p07.pddl,lama,success,144.21575333178043,total,142.13086,,,,,,,,142.109485,,,,,,,,,,,,,116,,,,,
agricola-sat18-strips,p08.pddl,abstract,interrupted,343.9624220058322,abstract_asp,,0.7441791892051697,0.652533657848835,31.974426098167896,3.004680659621954,0.37848758697509766,86.21656163781881,75.48416014760733,,58.83577261120081,49.15051109716296,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p08.pddl,concrete,interrupted,183.59573688264936,concrete_asp,,,,,,,85.94817827921361,,,54.888047344982624,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p08.pddl,lama,success,135.5347773246467,total,133.848144,,,,,,,,133.826781,,,,,,,,,,,,,125,,,,,
agricola-sat18-strips,p09.pddl,abstract,interrupted,368.75680654495955,abstract_asp,,0.7404285110533237,0.635310672223568,35.25270124524832,3.0589029155671597,0.3661310188472271,91.22774488478899,85.70687082409859,,61.81650950759649,51.67341171950102,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p09.pddl,concrete,interrupted,192.59194230660796,concrete_asp,,,,,,,90.8360137231648,,,58.43751234188676,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p09.pddl,lama,success,170.18324632942677,total,168.514293,,,,,,,,168.491808,,,,,,,,,,,,,133,,,,,
agricola-sat18-strips,p10.pddl,abstract,interrupted,378.904824282974,abstract_asp,,0.7383356839418411,0.6427000239491463,37.80931385233998,3.0505589209496975,0.3678645044565201,95.70941630378366,85.53408955782652,,64.75222178548574,54.00938565284014,,,,,,1,0,,,,,,,10,room,
agricola-sat18-strips,p10.pddl,concrete,interrupted,197.12021311558783,concrete_asp,,,,,,,97.29789605550468,,,61.527920396998525,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p10.pddl,lama,success,383.52480397745967,total,381.701021,,,,,,,,381.674993,,,,,,,,,,,,,141,,,,,
agricola-sat18-strips,p11.pddl,abstract,timed out,1800.2725633615628,abstract_asp,,0.6103808721527457,0.23529695346951485,2.518818624317646,0.8730979254469275,0.18867259845137596,6.535346225835383,6.2074253289029,,4.492730717174709,4.0149563401937485,,,,,,1,0,,,60,,61,,5,room,
agricola-sat18-strips,p11.pddl,concrete,timed out,1800.305763527751,concrete_asp,,,,,,,6.64997847750783,,,4.2884261682629585,,,,,,,,,,,,,,60,,,
agricola-sat18-strips,p11.pddl,lama,timed out,1800.143587615341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p12.pddl,abstract,timed out,1800.3405430838466,abstract_asp,,0.6249877288937569,0.24631987512111664,2.9407495819032192,0.8983228877186775,0.19618067890405655,8.103608686476946,7.744143757969141,,5.568046137690544,4.951039079576731,,,,,,1,0,,,65,,66,,5,room,
agricola-sat18-strips,p12.pddl,concrete,timed out,1800.353706665337,concrete_asp,,,,,,,8.163386553525925,,,5.186056174337864,,,,,,,,,,,,,,71,,,
agricola-sat18-strips,p12.pddl,lama,success,25.74524849653244,total,23.973838,,,,,,,,23.965599,,,,,,,,,,,,,78,,,,,
agricola-sat18-strips,p13.pddl,abstract,timed out,1800.295379087329,abstract_asp,,0.6116087371483445,0.2444985592737794,3.5571242785081267,0.9073774255812168,0.193442203104496,9.824814313091338,9.40102432668209,,6.790685098618269,6.077745063230395,,,,,,1,0,,,51,,52,,5,room,
agricola-sat18-strips,p13.pddl,concrete,timed out,1800.3637734986842,concrete_asp,,,,,,,9.99173291027546,,,6.454223360866308,,,,,,,,,,,,,,72,,,
agricola-sat18-strips,p13.pddl,lama,success,525.4937004968524,total,523.704569,,,,,,,,523.691438,,,,,,,,,,,,,95,,,,,
agricola-sat18-strips,p14.pddl,abstract,timed out,1800.3687874749303,abstract_asp,,0.6209135465323925,0.25313476100564003,6.189932283014059,1.0081430338323116,0.2038508616387844,15.727447465062141,14.971658550202847,,11.069764409214258,9.674042575061321,,,,,,1,0,,,52,,53,,6,room,
agricola-sat18-strips,p14.pddl,concrete,timed out,1800.4043350070715,concrete_asp,,,,,,,15.989053379744291,,,10.40708090737462,,,,,,,,,,,,,,52,,,
agricola-sat18-strips,p14.pddl,lama,timed out,1800.1120553947985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p15.pddl,abstract,timed out,1800.471375849098,abstract_asp,,0.6661681719124317,0.24791474267840385,6.586760058999062,1.0167484246194363,0.2027733512222767,17.256172738969326,15.70680320262909,,12.039987869560719,10.550840012729168,,,,,,1,0,,,66,,67,,6,room,
agricola-sat18-strips,p15.pddl,concrete,timed out,1800.4670991748571,concrete_asp,,,,,,,17.735150266438723,,,11.17422891408205,,,,,,,,,,,,,,74,,,
agricola-sat18-strips,p15.pddl,lama,timed out,1800.1470582960173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p16.pddl,abstract,timed out,1800.4452725294977,abstract_asp,,0.6245071180164814,0.2565692598000169,7.139816923998296,1.0253841960802674,0.21028816048055887,18.61596653610468,17.29856758657843,,12.996687493287027,11.425911323167384,,,,,,1,0,,,59,,60,,6,room,
agricola-sat18-strips,p16.pddl,concrete,timed out,1800.4562766514719,concrete_asp,,,,,,,18.67301607504487,,,12.205072682350874,,,,,,,,,,,,,,57,,,
agricola-sat18-strips,p16.pddl,lama,timed out,1800.1092161908746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p17.pddl,abstract,timed out,1800.6196970790625,abstract_asp,,0.6539104655385017,0.2645139619708061,10.503398139029741,1.1372322477400303,0.20992998778820038,27.715527422726154,25.668125346302986,,19.307095412164927,16.623927857726812,,,,,,1,0,,,55,,56,,7,room,
agricola-sat18-strips,p17.pddl,concrete,timed out,1800.4950685435906,concrete_asp,,,,,,,27.874038658104837,,,18.0816710293293,,,,,,,,,,,,,,58,,,
agricola-sat18-strips,p17.pddl,lama,timed out,1800.1382481828332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p18.pddl,abstract,timed out,1800.9183434583247,abstract_asp,,0.6671571880578995,0.2678331062197685,11.993047568947077,1.1495740711688995,0.21507271751761436,30.860642433166504,28.41421128436923,,20.976549621671438,18.101138420403004,,,,,,1,0,,,59,,60,,7,room,
agricola-sat18-strips,p18.pddl,concrete,timed out,1800.687098145485,concrete_asp,,,,,,,30.515117678791285,,,19.476603016257286,,,,,,,,,,,,,,61,,,
agricola-sat18-strips,p18.pddl,lama,timed out,1800.1097227446735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p19.pddl,abstract,interrupted,1182.0897925123572,abstract_asp,,0.6856223233044147,0.2725411280989647,12.138784013688564,1.1828215010464191,0.21501008048653603,33.62411854788661,31.26821881905198,,22.5109476223588,19.467264782637358,,,,,,1,0,,,60,,61,,7,room,
agricola-sat18-strips,p19.pddl,concrete,interrupted,835.3862844444811,concrete_asp,,,,,,,32.402633499354124,,,20.96834896504879,,,,,,,,,,,,,,61,,,
agricola-sat18-strips,p19.pddl,lama,timed out,1800.1065784096718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricola-sat18-strips,p20.pddl,abstract,interrupted,725.5052797533572,abstract_asp,,0.6434478349983692,0.2686910219490528,12.717751756310463,1.1712347976863384,0.209797952324152,33.36615876108408,30.837931007146835,,23.396138608455658,20.283448539674282,,,,,,1,0,,,55,,56,,7,room,
agricola-sat18-strips,p20.pddl,concrete,interrupted,746.9119156803936,concrete_asp,,,,,,,34.28418245539069,,,22.0188232306391,,,,,,,,,,,,,,59,,,
agricola-sat18-strips,p20.pddl,lama,timed out,1800.1454471983016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
airport,p01-airport1-p1.pddl,abstract,success,5.606794115155935,total,1.697419,0.600675,0.01317,0.202936,0.053239,0.079233,0.277812,0.220708,,0.010413,0.005659,0.063658,0.087643,,,valid,0,0,0,0,8,8,9,1,2,segment,
airport,p01-airport1-p1.pddl,concrete,success,3.0408059805631638,total,0.372566,,,,,,0.266004,,,0.009845,,,0.078185,,,,,,,,,8,,9,,,
airport,p01-airport1-p1.pddl,lama,success,2.06683586910367,total,0.243036,,,,,,,,0.238691,,,,,,,,,,,,,8,,,,,
airport,p02-airport1-p1.pddl,abstract,success,4.286812502890825,total,1.685438,0.620098,0.013811,0.162529,0.055682,0.083556,0.223636,0.223691,,0.007369,0.0068,0.083306,0.114524,,,valid,0,0,0,0,9,9,10,1,2,segment,
airport,p02-airport1-p1.pddl,concrete,success,2.1606358774006367,total,0.362978,,,,,,0.236978,,,0.00697,,,0.100184,,,,,,,,,9,,10,,,
airport,p02-airport1-p1.pddl,lama,success,2.0357673428952694,total,0.243895,,,,,,,,0.236926,,,,,,,,,,,,,9,,,,,
airport,p03-airport1-p2.pddl,abstract,success,6.0952363088727,total,2.507662,0.684903,0.015146,0.201063,0.059842,0.092733,0.266055,0.246693,,0.010439,0.009433,0.407019,0.405415,,,valid,0,0,0,0,17,17,18,1,2,segment,
airport,p03-airport1-p2.pddl,concrete,success,2.4555196166038513,total,0.666259,,,,,,0.241178,,,0.008767,,,0.399714,,,,,,,,,17,,18,,,
airport,p03-airport1-p2.pddl,lama,success,2.0178020894527435,total,0.256759,,,,,,,,0.252528,,,,,,,,,,,,,17,,,,,
airport,p04-airport2-p1.pddl,abstract,success,7.804934281855822,total,3.837263,1.613855,0.03826,0.247235,0.14862,0.223456,0.284188,0.281446,,0.010013,0.009343,0.232468,0.608785,,,valid,0,0,0,0,20,20,21,1,2,segment,
airport,p04-airport2-p1.pddl,concrete,success,2.4124349765479565,total,0.609482,,,,,,0.291203,,,0.009684,,,0.29051,,,,,,,,,20,,21,,,
airport,p04-airport2-p1.pddl,lama,success,2.136037975549698,total,0.318115,,,,,,,,0.313632,,,,,,,,,,,,,20,,,,,
airport,p05-airport2-p1.pddl,abstract,success,8.182357624173164,total,4.153449,1.631926,0.037299,0.257091,0.159463,0.223996,0.295819,0.292224,,0.013311,0.012373,0.331258,0.756633,,,valid,0,0,0,0,21,21,22,1,2,segment,
airport,p05-airport2-p1.pddl,concrete,success,2.55959514901042,total,0.753804,,,,,,0.304143,,,0.012456,,,0.416728,,,,,,,,,21,,22,,,
airport,p05-airport2-p1.pddl,lama,success,2.0419314727187157,total,0.314273,,,,,,,,0.30785,,,,,,,,,,,,,23,,,,,
airport,p06-airport2-p2.pddl,abstract,success,154.71320473402739,total,150.408759,1.693794,0.040778,0.259559,0.159883,0.240143,0.319833,0.315455,,0.018836,0.017738,144.160201,2.958012,,,valid,0,0,0,0,41,41,42,1,2,segment,
airport,p06-airport2-p2.pddl,concrete,success,153.18841820955276,total,151.406862,,,,,,0.330565,,,0.01842,,,151.031354,,,,,,,,,41,,42,,,
airport,p06-airport2-p2.pddl,lama,success,2.0108853420242667,total,0.347346,,,,,,,,0.339671,,,,,,,,,,,,,43,,,,,
airport,p07-airport2-p2.pddl,abstract,success,154.37856490537524,total,149.152999,1.712103,0.039504,0.285545,0.159983,0.236461,0.353944,0.316015,,0.021464,0.017274,142.851227,2.940755,,,valid,0,0,0,0,41,41,42,1,2,segment,
airport,p07-airport2-p2.pddl,concrete,success,121.81632617488503,total,119.826777,,,,,,0.325489,,,0.017761,,,119.46875,,,,,,,,,41,,42,,,
airport,p07-airport2-p2.pddl,lama,success,2.8602616488933563,total,0.448824,,,,,,,,0.444266,,,,,,,,,,,,,43,,,,,
airport,p08-airport2-p3.pddl,abstract,success,41.315613988786936,total,34.786663,1.907666,0.043443,0.329845,0.296535,0.367947,0.41932,0.36588,,0.032516,0.019729,23.41248,7.33944,,,valid,334,0,39,0,41,64,42,40,2,airplane,
airport,p08-airport2-p3.pddl,concrete,timed out,1800.1642627045512,concrete_asp,,,,,,,0.37907523661851883,,,0.028283335268497467,,,,,,,,,,,,,,47,,,
airport,p08-airport2-p3.pddl,lama,success,2.9264686591923237,total,0.513646,,,,,,,,0.509644,,,,,,,,,,,,,66,,,,,
airport,p09-airport2-p4.pddl,abstract,timed out,1800.1226941794157,abstract_asp,,1.945481315255165,0.04563378170132637,0.3314627483487129,0.31026753410696983,0.39312418177723885,0.419374767690897,0.4062846563756466,,0.0377342514693737,0.02169443666934967,,,,,,334,0,,,47,,48,,2,airplane,
airport,p09-airport2-p4.pddl,concrete,timed out,1800.1151484251022,concrete_asp,,,,,,,0.31555965170264244,,,0.029065649956464767,,,,,,,,,,,,,,49,,,
airport,p09-airport2-p4.pddl,lama,success,3.076822653412819,total,0.62801,,,,,,,,0.622648,,,,,,,,,,,,,75,,,,,
airport,p10-airport3-p1.pddl,abstract,success,10.19582787528634,total,4.339371,1.860621,0.045139,0.319495,0.178256,0.272339,0.360051,0.300061,,0.014682,0.010453,0.223991,0.60936,,,valid,0,0,0,0,18,18,19,1,2,segment,
airport,p10-airport3-p1.pddl,concrete,success,2.4713034629821777,total,0.647785,,,,,,0.319322,,,0.010944,,,0.295703,,,,,,,,,18,,19,,,
airport,p10-airport3-p1.pddl,lama,success,2.153017148375511,total,0.333879,,,,,,,,0.326388,,,,,,,,,,,,,18,,,,,
airport,p11-airport3-p1.pddl,abstract,success,10.765859596431255,total,4.891044,1.909056,0.045116,0.33703,0.18559,0.266985,0.37874,0.310588,,0.018936,0.013773,0.396205,0.86664,,,valid,0,0,0,0,21,21,22,1,2,segment,
airport,p11-airport3-p1.pddl,concrete,success,4.056807542219758,total,0.935177,,,,,,0.387326,,,0.022174,,,0.502335,,,,,,,,,21,,22,,,
airport,p11-airport3-p1.pddl,lama,success,2.128945864737034,total,0.354951,,,,,,,,0.351004,,,,,,,,,,,,,23,,,,,
airport,p12-airport3-p2.pddl,abstract,success,152.19231527671218,total,147.413179,1.947802,0.046725,0.294926,0.195696,0.28145,0.338673,0.336459,,0.021831,0.020364,140.557866,3.125772,,,valid,0,0,0,0,39,39,40,1,2,segment,
airport,p12-airport3-p2.pddl,concrete,success,161.8359462376684,total,159.888002,,,,,,0.366212,,,0.021071,,,159.475813,,,,,,,,,39,,40,,,
airport,p12-airport3-p2.pddl,lama,success,2.197518177330494,total,0.408501,,,,,,,,0.404121,,,,,,,,,,,,,41,,,,,
airport,p13-airport3-p2.pddl,abstract,success,118.0747763440013,total,113.290276,1.960337,0.046583,0.300277,0.195942,0.283701,0.33763,0.337229,,0.021911,0.020451,106.629796,2.912196,,,valid,0,0,0,0,37,37,38,1,2,segment,
airport,p13-airport3-p2.pddl,concrete,success,119.92942000553012,total,118.080054,,,,,,0.380787,,,0.020643,,,117.65221,,,,,,,,,37,,38,,,
airport,p13-airport3-p2.pddl,lama,success,2.526391625404358,total,0.425749,,,,,,,,0.419893,,,,,,,,,,,,,37,,,,,
airport,p14-airport3-p3.pddl,abstract,success,38.83275181800127,total,32.596627,2.327713,0.050727,0.345493,0.366438,0.425441,0.404779,0.404556,,0.033806,0.017151,22.010633,5.938163,,,valid,406,0,21,0,39,62,40,22,2,airplane,
airport,p14-airport3-p3.pddl,concrete,timed out,1800.1217215806246,concrete_asp,,,,,,,0.4652121923863888,,,0.034945495426654816,,,,,,,,,,,,,,46,,,
airport,p14-airport3-p3.pddl,lama,success,2.6531384363770485,total,0.870594,,,,,,,,0.865694,,,,,,,,,,,,,64,,,,,
airport,p15-airport3-p3.pddl,abstract,success,35.88025892525911,total,30.124397,2.358254,0.072281,0.357683,0.362573,0.436738,0.433638,0.408512,,0.035388,0.01766,17.955447,7.407896,,,valid,409,0,35,0,37,60,38,36,2,airplane,
airport,p15-airport3-p3.pddl,concrete,timed out,1800.0549544105306,concrete_asp,,,,,,,0.41390321776270866,,,0.032642814330756664,,,,,,,,,,,,,,45,,,
airport,p15-airport3-p3.pddl,lama,success,1.9536750987172127,total,0.44358,,,,,,,,0.437161,,,,,,,,,,,,,62,,,,,
airport,p16-airport3-p4.pddl,abstract,timed out,1800.132876291871,abstract_solving,,2.313796103000641,0.05311235785484314,0.3508780002593994,0.416991900652647,0.44342537596821785,0.43245839700102806,0.3850172460079193,,0.04817041754722595,0.01662837341427803,13.181676294654608,,,,,416,0,24,0,37,,38,25,3,airplane,
airport,p16-airport3-p4.pddl,concrete,timed out,1800.1809994354844,concrete_asp,,,,,,,0.5065693110227585,,,0.04798373579978943,,,,,,,,,,,,,,48,,,
airport,p16-airport3-p4.pddl,lama,success,5.6916444562375546,total,3.224397,,,,,,,,3.217181,,,,,,,,,,,,,83,,,,,
airport,p18-airport3-p6.pddl,abstract,timed out,1800.0598518364131,abstract_asp,,2.5180347077548504,0.05760291963815689,0.39174214750528336,0.49899040162563324,0.460702333599329,0.5404832735657692,0.4335388094186783,,0.07401511073112488,0.02407342940568924,,,,,,423,0,,,45,,46,,4,airplane,
airport,p18-airport3-p6.pddl,concrete,timed out,1800.0884969811887,concrete_asp,,,,,,,0.5846959250047803,,,0.06883504427969456,,,,,,,,,,,,,,50,,,
airport,p18-airport3-p6.pddl,lama,success,7.220229845494032,total,5.185356,,,,,,,,5.178413,,,,,,,,,,,,,113,,,,,
airport,p19-airport3-p6.pddl,abstract,timed out,1800.120721399784,abstract_asp,,2.5275531075894833,0.05794277787208557,0.3891160897910595,0.4424181282520294,0.4836804009974003,0.5021700002253056,0.4519585594534874,,0.05643521994352341,0.04096050560474396,,,,,,406,0,,,43,,44,,3,airplane,
airport,p19-airport3-p6.pddl,concrete,timed out,1800.11745140329,concrete_asp,,,,,,,0.4211127758026123,,,0.06018481031060219,,,,,,,,,,,,,,54,,,
airport,p19-airport3-p6.pddl,lama,success,3.9491276256740093,total,1.48314,,,,,,,,1.477252,,,,,,,,,,,,,94,,,,,
airport,p20-airport3-p7.pddl,abstract,timed out,1800.1241969857365,abstract_asp,,2.556666860356927,0.061302026733756065,0.4402702581137419,0.525487613864243,0.49112241994589567,0.6297036465257406,0.47855827305465937,,0.08854863699525595,0.03220175113528967,,,,,,423,0,,,44,,45,,4,airplane,
airport,p20-airport3-p7.pddl,concrete,timed out,1800.158103119582,concrete_asp,,,,,,,0.6854886189103127,,,0.08033447712659836,,,,,,,,,,,,,,49,,,
airport,p20-airport3-p7.pddl,lama,success,11.804931722581387,total,9.33529,,,,,,,,9.326577,,,,,,,,,,,,,121,,,,,
barman-sat11-strips,pfile06-021.pddl,abstract,timed out,1800.1254885978997,abstract_asp,,0.3326364532113075,0.0049463436007499695,0.21650684997439384,0.01798587664961815,0.042129725217819214,0.41700126975774765,0.28915420174598694,,0.13453255593776703,0.07712310552597046,,,,,,2,0,,,39,,40,,2,hand,
barman-sat11-strips,pfile06-021.pddl,concrete,timed out,1800.1237399280071,concrete_asp,,,,,,,0.38954535499215126,,,0.12065399438142776,,,,,,,,,,,,,,49,,,
barman-sat11-strips,pfile06-021.pddl,lama,success,3.2974087595939636,total,0.832334,,,,,,,,0.82895,,,,,,,,,,,,,157,,,,,
barman-sat11-strips,pfile06-022.pddl,abstract,timed out,1800.1215095594525,abstract_asp,,0.3497190326452255,0.004966791719198227,0.2312118597328663,0.01799716055393219,0.04296770691871643,0.44511642679572105,0.29216401651501656,,0.13754495978355408,0.06303177773952484,,,,,,2,0,,,37,,38,,2,hand,
barman-sat11-strips,pfile06-022.pddl,concrete,timed out,1800.0558069786057,concrete_asp,,,,,,,0.41888780146837234,,,0.2353088352829218,,,,,,,,,,,,,,45,,,
barman-sat11-strips,pfile06-022.pddl,lama,success,2.407462455332279,total,0.762043,,,,,,,,0.754878,,,,,,,,,,,,,147,,,,,
barman-sat11-strips,pfile06-023.pddl,abstract,timed out,1800.1174778677523,abstract_asp,,0.3434123359620571,0.00500858947634697,0.2329152226448059,0.01797361671924591,0.04283129796385765,0.43240295350551605,0.28737497702240944,,0.13622137904167175,0.06277504190802574,,,,,,2,0,,,37,,38,,2,hand,
barman-sat11-strips,pfile06-023.pddl,concrete,timed out,1800.1225375793874,concrete_asp,,,,,,,0.38398218527436256,,,0.11871163174510002,,,,,,,,,,,,,,48,,,
barman-sat11-strips,pfile06-023.pddl,lama,success,2.6554868640378118,total,0.883812,,,,,,,,0.879806,,,,,,,,,,,,,177,,,,,
barman-sat11-strips,pfile06-024.pddl,abstract,timed out,1800.1235208250582,abstract_asp,,0.32388579100370407,0.004978299140930176,0.193424504250288,0.018005460500717163,0.042014237493276596,0.3781734071671963,0.2882396951317787,,0.13250361755490303,0.0629490539431572,,,,,,2,0,,,34,,35,,2,hand,
barman-sat11-strips,pfile06-024.pddl,concrete,timed out,1800.1281031407416,concrete_asp,,,,,,,0.3366414224728942,,,0.11587851773947477,,,,,,,,,,,,,,50,,,
barman-sat11-strips,pfile06-024.pddl,lama,success,3.082147209905088,total,0.817085,,,,,,,,0.813788,,,,,,,,,,,,,154,,,,,
barman-sat11-strips,pfile07-025.pddl,abstract,timed out,1800.1217327043414,abstract_asp,,0.3422422893345356,0.005014512687921524,0.24506134167313576,0.01860150322318077,0.04446890205144882,0.4570496827363968,0.30613933876156807,,0.15375033020973206,0.07061291486024857,,,,,,2,0,,,37,,38,,2,hand,
barman-sat11-strips,pfile07-025.pddl,concrete,timed out,1800.1207936666906,concrete_asp,,,,,,,0.40511251613497734,,,0.2631055824458599,,,,,,,,,,,,,,48,,,
barman-sat11-strips,pfile07-025.pddl,lama,success,2.858388554304838,total,0.852936,,,,,,,,0.849915,,,,,,,,,,,,,162,,,,,
barman-sat11-strips,pfile07-026.pddl,abstract,timed out,1800.1218664050102,abstract_asp,,0.33882808312773705,0.00504988431930542,0.22404544427990913,0.01847834512591362,0.04435013234615326,0.43953225761651993,0.30143869668245316,,0.15515528246760368,0.07163165509700775,,,,,,2,0,,,37,,38,,2,hand,
barman-sat11-strips,pfile07-026.pddl,concrete,timed out,1800.1198913259432,concrete_asp,,,,,,,0.4207741105929017,,,0.14547912776470184,,,,,,,,,,,,,,50,,,
barman-sat11-strips,pfile07-026.pddl,lama,success,3.752190489321947,total,2.05104,,,,,,,,2.047328,,,,,,,,,,,,,222,,,,,
barman-sat11-strips,pfile07-027.pddl,abstract,timed out,1800.1237326739356,abstract_asp,,0.33874443359673023,0.005042030476033688,0.23560030478984118,0.01852027140557766,0.04506634920835495,0.45632150024175644,0.3070887355133891,,0.1554161049425602,0.07147178892046213,,,,,,2,0,,,38,,39,,2,hand,
barman-sat11-strips,pfile07-027.pddl,concrete,timed out,1800.128117248416,concrete_asp,,,,,,,0.4033995345234871,,,0.2632112242281437,,,,,,,,,,,,,,42,,,
barman-sat11-strips,pfile07-027.pddl,lama,success,3.281381595879793,total,0.708441,,,,,,,,0.705038,,,,,,,,,,,,,146,,,,,
barman-sat11-strips,pfile07-028.pddl,abstract,timed out,1800.1224586851895,abstract_asp,,0.35358480736613274,0.005006004124879837,0.23463314026594162,0.01858207955956459,0.04424509406089783,0.4572375826537609,0.3075825423002243,,0.15605712309479713,0.07122394070029259,,,,,,2,0,,,33,,34,,2,hand,
barman-sat11-strips,pfile07-028.pddl,concrete,timed out,1800.1240656897426,concrete_asp,,,,,,,0.3624385744333267,,,0.13424400612711906,,,,,,,,,,,,,,47,,,
barman-sat11-strips,pfile07-028.pddl,lama,success,3.204948518425226,total,0.937656,,,,,,,,0.934249,,,,,,,,,,,,,160,,,,,
